image	label	created_at	updated_at	lead_time	annotator	id	annotation_id
/data/local-files/?d=image/1/0-1-08546e59df1a5d3179ef5e0c01c1c4c0b2d10b3f.jpeg	[{"points": [[6.8893528183716075, 20.970266040688575], [10.438413361169102, 59.31142410015649], [87.68267223382045, 57.27699530516432], [89.14405010438414, 20.187793427230048]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:48:18.139023Z	2023-03-24T08:48:18.139114Z	8.913	1	44779	3889
/data/local-files/?d=image/1/0-1-089cf4708347cd85abeedb2997a52fe06d865091.jpeg	[{"points": [[18.16283924843424, 26.917057902973397], [17.32776617954071, 58.21596244131455], [80.58455114822547, 59.78090766823161], [83.08977035490605, 29.890453834115807]], "closed": true, "polygonlabels": ["Table"], "original_width": 767, "original_height": 1024}]	2023-03-24T08:48:26.451876Z	2023-03-24T08:48:26.451909Z	8.122	1	44780	3890
/data/local-files/?d=image/1/0-1-08bb0c9386f015000de2d24289091e85f3aef392.jpeg	[{"points": [[19.624217118997915, 33.02034428794992], [23.38204592901879, 89.51486697965571], [51.56576200417537, 87.48043818466354], [78.49686847599165, 89.51486697965571], [79.12317327766179, 31.768388106416275]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:48:41.327691Z	2023-03-24T08:48:41.327724Z	14.684	1	44781	3891
/data/local-files/?d=image/1/0-1-08c06ada43e384d4cc6770d37464aef27bf171ae.jpeg	[{"points": [[13.152400835073069, 16.588419405320813], [11.899791231732777, 51.95618153364632], [88.93528183716076, 52.895148669796555], [87.68267223382045, 18.309859154929576]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:48:52.636118Z	2023-03-24T08:48:52.636149Z	11.112	1	44782	3892
/data/local-files/?d=image/1/0-1-08c79540c7995ab89726971db6db77033d21ab69.jpeg	[{"points": [[10.647181628392484, 22.53521126760564], [10.647181628392484, 88.88888888888889], [55.53235908141962, 90.14084507042253], [79.33194154488518, 89.2018779342723], [76.61795407098121, 20.031298904538342]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:49:04.417529Z	2023-03-24T08:49:04.417559Z	11.592	1	44783	3893
/data/local-files/?d=image/1/0-1-08d8d1bb90148d2c74b6507a649f6b7295b0e8d3.jpeg	[{"points": [[8.559498956158665, 10.641627543035991], [8.977035490605427, 56.96400625978091], [9.394572025052192, 72.7699530516432], [12.108559498956158, 90.29733959311424], [38.413361169102295, 92.17527386541471], [91.8580375782881, 93.42723004694835], [89.14405010438414, 9.23317683881064], [68.89352818371607, 10.7981220657277], [21.085594989561585, 10.328638497652582]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:49:29.742683Z	2023-03-24T08:49:29.742717Z	25.127	1	44784	3894
/data/local-files/?d=image/1/0-1-08e4b41cbde63fe973ca37ea08e80077f028f86b.jpeg	[{"points": [[1.3937282229965158, 23.630672926447573], [64.45993031358886, 25.039123630672925], [96.86411149825784, 24.56964006259781], [100, 44.13145539906103], [86.59665823763093, 46.694529610534445], [61.32404181184669, 49.13928012519562], [0.34843205574912894, 50.23474178403756]], "closed": true, "polygonlabels": ["Table"], "original_width": 460, "original_height": 1024}]	2023-03-24T08:49:56.007478Z	2023-03-24T08:49:56.007508Z	26.069	1	44785	3895
/data/local-files/?d=image/1/0-1-08f5ee27314bfebb1747262a5e3d38cf61e01b36.jpeg	[{"points": [[15.448851774530272, 16.901408450704224], [20.45929018789144, 84.03755868544602], [82.04592901878914, 83.7245696400626], [88.51774530271399, 18.15336463223787]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:50:05.779250Z	2023-03-24T08:50:05.779282Z	9.58	1	44786	3896
/data/local-files/?d=image/1/0-1-0917cf0162f8a0ce0a06161b0934949af9e78ff7.jpeg	[{"points": [[15.031315240083504, 59.15492957746479], [15.448851774530272, 87.01095461658842], [89.14405010438414, 86.3849765258216], [88.93528183716076, 58.841940532081374]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:50:50.365202Z	2023-03-24T08:50:50.365233Z	10.347	1	44788	3898
/data/local-files/?d=image/1/0-1-0922cfde244082558981d32d590f17a7848623c5.jpeg	[{"points": [[9.394572025052192, 16.901408450704224], [15.448851774530272, 89.82785602503913], [39.24843423799582, 89.67136150234742], [84.34237995824634, 93.11424100156495], [91.44050104384134, 16.74491392801252]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:51:03.702545Z	2023-03-24T08:51:03.702615Z	13.151	1	44789	3899
/data/local-files/?d=image/1/0-1-093c1bc3dcec6c0a67aa887d3c89d51a40692dbe.jpeg	[{"points": [[6.6805845511482245, 22.53521126760564], [12.526096033402922, 94.20970266040689], [41.33611691022965, 92.17527386541471], [81.00208768267224, 94.67918622848201], [81.83716075156576, 21.28325508607199]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:51:14.961663Z	2023-03-24T08:51:14.961692Z	11.055	1	44790	3900
/data/local-files/?d=image/1/0-1-09444883ff5c1f2eb0eb716dd04626645b6c393a.jpeg	[{"points": [[12.943632567849686, 19.874804381846637], [13.152400835073069, 49.76525821596244], [12.734864300626304, 86.5414710485133], [50.73068893528184, 86.3849765258216], [81.83716075156576, 87.94992175273866], [77.66179540709813, 18.46635367762128]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:51:31.718208Z	2023-03-24T08:51:31.718240Z	16.364	1	44791	3901
/data/local-files/?d=image/1/0-1-09774b27086730c7c30e9987406af8731ad97f9b.jpeg	[{"points": [[8.096280087527353, 14.084507042253522], [10.284463894967177, 53.208137715179966], [93.43544857768053, 51.3302034428795], [92.34135667396062, 13.77151799687011], [75.71115973741794, 12.519561815336463]], "closed": true, "polygonlabels": ["Table"], "original_width": 733, "original_height": 1024}]	2023-03-24T08:51:42.413867Z	2023-03-24T08:51:42.413900Z	10.503	1	44792	3902
/data/local-files/?d=image/1/0-1-098a55518e77fe8d89f56390c42759897519138a.jpeg	[{"points": [[14.196242171189976, 11.11111111111111], [15.448851774530272, 27.85602503912363], [15.866388308977035, 46.009389671361504], [89.14405010438414, 44.60093896713615], [88.10020876826722, 10.015649452269171]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:52:04.740053Z	2023-03-24T08:52:04.740086Z	22.135	1	44793	3903
/data/local-files/?d=image/1/0-1-09a8ccfd4e2ba6bb365b2a8d9820fbe68ee12cee.jpeg	[{"points": [[1.0438413361169105, 15.023474178403756], [8.559498956158665, 96.08763693270735], [72.86012526096033, 97.339593114241], [75.5741127348643, 14.241001564945227]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:52:30.440848Z	2023-03-24T08:52:30.440880Z	25.506	1	44794	3904
/data/local-files/?d=image/1/0-1-09cdf4fcdfa932bb37450b7bf5031f74d284e5e1.jpeg	[{"points": [[2.770083102493074, 21.283255086071982], [3.8781163434903045, 53.051643192488264], [91.68975069252078, 53.521126760563384], [94.18282548476455, 21.28325508607199]], "closed": true, "polygonlabels": ["Table"], "original_width": 578, "original_height": 1024}]	2023-03-24T08:52:38.469155Z	2023-03-24T08:52:38.469186Z	7.839	1	44795	3905
/data/local-files/?d=image/1/0-1-09fac5957b0f3d9441fc147f3215a2c3dcf6b6db.jpeg	[{"points": [[20.45929018789144, 60.250391236306726], [20.041753653444676, 84.35054773082942], [84.9686847599165, 85.91549295774648], [86.63883089770354, 61.971830985915496]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:52:47.258933Z	2023-03-24T08:52:47.258965Z	8.6	1	44796	3906
/data/local-files/?d=image/1/0-1-0a03dcf3727025b9a6b1ce7d7246dc9aa11868d9.jpeg	[{"points": [[4.342723004694837, 55.868544600938954], [4.577464788732394, 72.30046948356808], [21.009389671361504, 72.61345852895148], [28.52112676056338, 74.17840375586854], [28.4037558685446, 57.12050078247261], [21.12676056338028, 56.33802816901409]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}, {"points": [[36.85446009389671, 28.951486697965578], [37.32394366197183, 75.11737089201878], [54.34272300469483, 74.64788732394366], [61.15023474178404, 75.27386541471049], [63.14553990610329, 66.66666666666667], [62.55868544600939, 28.169014084507044]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}, {"points": [[69.83568075117371, 29.26447574334898], [69.60093896713614, 51.64319248826291], [97.06572769953051, 51.64319248826291], [96.94835680751174, 28.794992175273865]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}]	2023-03-24T08:53:26.737726Z	2023-03-24T08:53:26.737757Z	39.291	1	44797	3907
/data/local-files/?d=image/1/0-1-0a1a750aaa8243b89442b303e63b1772498eecb5.jpeg	[{"points": [[18.37160751565762, 64.47574334898279], [19.62421711899791, 87.48043818466354], [43.21503131524008, 85.60250391236306], [82.4634655532359, 87.48043818466354], [83.7160751565762, 64.63223787167449], [31.73277661795407, 63.69327073552426]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:53:43.983576Z	2023-03-24T08:53:43.983607Z	17.051	1	44798	3908
/data/local-files/?d=image/1/0-1-0a34002f696339fef32165291bc1834d9299c96b.jpeg	[{"points": [[11.691022964509393, 65.10172143974961], [10.020876826722338, 93.89671361502347], [86.63883089770354, 93.74021909233177], [86.0125260960334, 64.94522691705791]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:53:54.077070Z	2023-03-24T08:53:54.077100Z	9.897	1	44799	3909
/data/local-files/?d=image/1/0-1-0a3d0137e70860c0f1ae51c39d88047934b21f1c.jpeg	[{"points": [[15.448851774530272, 20.187793427230048], [22.338204592901878, 49.45226917057903], [83.08977035490605, 47.57433489827856], [83.50730688935282, 15.64945226917058]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:54:02.686395Z	2023-03-24T08:54:02.686425Z	8.417	1	44800	3910
/data/local-files/?d=image/1/0-1-0a422998b61c6f57040044f60295648a904d19f0.jpeg	[{"points": [[6.263048016701461, 17.84037558685446], [10.438413361169102, 57.12050078247261], [89.35281837160751, 56.8075117370892], [92.27557411273486, 17.21439749608764]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:54:12.485539Z	2023-03-24T08:54:12.485570Z	9.611	1	44801	3911
/data/local-files/?d=image/1/0-1-0a46d7cf35a568a89817c4291c065f486c9c0f68.jpeg	[{"points": [[17.954070981210858, 22.691705790297345], [15.657620041753653, 53.677621283255085], [85.59498956158664, 53.051643192488264], [82.88100208768267, 22.378716744913927]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:54:24.427741Z	2023-03-24T08:54:24.427772Z	11.749	1	44802	3912
/data/local-files/?d=image/1/0-1-0a590cc24dc9bcea8a0484b3ada68c19de609cd3.jpeg	[{"points": [[12.31732776617954, 28.169014084507044], [19.206680584551147, 89.67136150234742], [77.45302713987473, 88.57589984350548], [82.6722338204593, 28.012519561815335]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:54:34.500806Z	2023-03-24T08:54:34.500886Z	9.883	1	44803	3913
/data/local-files/?d=image/1/0-1-0a5dca47eed9cfeb67022ec873c131c64e604e2b.jpeg	[{"points": [[11.977715877437326, 56.02503912363067], [10.584958217270195, 78.71674491392801], [64.34540389972145, 78.87323943661971], [91.64345403899722, 80.43818466353677], [93.03621169916434, 57.58998435054773], [65.45961002785515, 56.8075117370892]], "closed": true, "polygonlabels": ["Table"], "original_width": 576, "original_height": 1024}]	2023-03-24T08:54:49.178050Z	2023-03-24T08:54:49.178083Z	14.48	1	44804	3914
/data/local-files/?d=image/1/0-1-0a733b4a3e9d6b7a06b7a23d45fec8b5b55fa51f.jpeg	[{"points": [[14.405010438413358, 12.206572769953052], [13.778705636743215, 50.70422535211268], [97.91231732776617, 50.86071987480438], [97.7035490605428, 38.497652582159624], [97.07724425887265, 11.267605633802816]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:54:59.893488Z	2023-03-24T08:54:59.893519Z	10.511	1	44805	3915
/data/local-files/?d=image/1/0-1-0a9f3bb50e175e3fc814a0200d4833f1acf52e66.jpeg	[{"points": [[9.603340292275574, 66.82316118935837], [11.482254697286013, 91.23630672926447], [54.27974947807933, 86.22848200312988], [74.53027139874739, 84.97652582159624], [72.86012526096033, 62.44131455399061]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:55:12.144926Z	2023-03-24T08:55:12.144961Z	12.004	1	44806	3916
/data/local-files/?d=image/1/0-1-0aad2ccb8258f4db96210ae400d4d04874135dd2.jpeg	[{"points": [[9.812108559498958, 12.519561815336463], [0.4175365344467641, 61.81533646322379], [0.6263048016701461, 93.89671361502347], [88.51774530271399, 96.55712050078247], [82.4634655532359, 13.77151799687011]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:55:37.146156Z	2023-03-24T08:55:37.146188Z	24.808	1	44807	3917
/data/local-files/?d=image/1/0-1-0aadd9b873fc7e3cd39fd623d613853a3a341620.jpeg	[{"points": [[20.041753653444676, 20.81377151799687], [20.041753653444676, 50.23474178403756], [82.4634655532359, 50.39123630672926], [82.88100208768267, 18.9358372456964]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:55:47.257024Z	2023-03-24T08:55:47.257059Z	9.917	1	44808	3918
/data/local-files/?d=image/1/0-1-0abf38fe43fa13e935e3e0faa21fb20a99e7d770.jpeg	[{"points": [[15.24008350730689, 23.94366197183098], [17.745302713987474, 57.74647887323944], [87.2651356993737, 58.21596244131455], [89.14405010438414, 24.100156494522693]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:55:56.723459Z	2023-03-24T08:55:56.723492Z	9.273	1	44809	3919
/data/local-files/?d=image/1/0-1-0ae347f3a281646338ffb5d90a5f1ee4ba00814c.jpeg	[{"points": [[13.361169102296449, 58.21596244131455], [13.569937369519833, 84.66353677621284], [83.92484342379959, 84.66353677621284], [82.4634655532359, 57.43348982785602]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:56:05.742143Z	2023-03-24T08:56:05.742177Z	8.822	1	44810	3920
/data/local-files/?d=image/1/0-1-0af9dbbf584beb84efe67e82e22ac6a0aa866c91.jpeg	[{"points": [[6.738131699846861, 14.482758620689657], [8.88208269525268, 53.5632183908046], [87.13629402756509, 51.60919540229885], [86.52373660030628, 15.402298850574713], [60.94946401225115, 14.71264367816092], [20.367534456355283, 14.482758620689655]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-23T04:39:09.659240Z	2023-03-23T04:39:09.659268Z	9.536	1	44811	3825
/data/local-files/?d=image/1/0-1-0b243d41d5719a6f0812615aa1d5d55ada805060.jpeg	[{"points": [[4.592901878914405, 12.676056338028166], [5.219206680584551, 53.677621283255085], [89.35281837160751, 53.677621283255085], [90.18789144050105, 13.302034428794991]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:56:14.674241Z	2023-03-24T08:56:14.674272Z	8.738	1	44812	3921
/data/local-files/?d=image/1/0-1-0b5c8b15c8f31e951f0f899694c4e4b4634ed95c.jpeg	[{"points": [[16.079632465543643, 15.517241379310345], [8.422664624808576, 90.91954022988506], [98.62174578866768, 93.44827586206897], [87.28943338437979, 11.03448275862069]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-23T04:39:22.258823Z	2023-03-23T04:39:22.258848Z	11.24	1	44813	3826
/data/local-files/?d=image/1/0-1-0b5cbe1a541ab52c80729a905e2cc4c98906ea7d.jpeg	[{"points": [[13.62940275650842, 55.05747126436781], [17.61102603369066, 83.33333333333333], [97.39663093415008, 82.75862068965517], [96.17151607963247, 51.264367816091955]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-23T04:39:31.452455Z	2023-03-23T04:39:31.452483Z	7.771	1	44814	3827
/data/local-files/?d=image/1/0-1-0b63666be74fd0254ca5b1fa6cf2faccfefb2eb5.jpeg	[{"points": [[10.180995475113122, 16.138763197586727], [17.533936651583712, 70.58823529411765], [96.49321266968326, 67.87330316742081], [100, 45.70135746606335], [100, 11.312217194570136], [70.70135746606334, 12.217194570135746]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}]	2023-03-23T04:40:10.967231Z	2023-03-23T04:40:10.967257Z	38.233	1	44815	3828
/data/local-files/?d=image/1/0-1-0b8affd9614be777dde3af2498e02b4afef2139a.jpeg	[{"points": [[8.728943338437979, 24.022988505747126], [14.701378254211333, 62.52873563218391], [92.34303215926494, 61.37931034482759], [97.39663093415008, 22.528735632183906], [22.511485451761104, 23.908045977011493]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-23T04:40:22.205857Z	2023-03-23T04:40:22.205878Z	9.273	1	44816	3829
/data/local-files/?d=image/1/0-1-0b97e0ee12596852e63092e19db6de07cf4ce0cb.jpeg	[{"points": [[10.22964509394572, 15.179968701095461], [8.977035490605427, 94.99217527386541], [87.2651356993737, 91.39280125195619], [81.419624217119, 19.561815336463223]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:56:23.904991Z	2023-03-24T08:56:23.905021Z	9.039	1	44817	3922
/data/local-files/?d=image/1/0-1-0bfb9c09471c1aca0c1d678f75b824f372831f8b.jpeg	[{"points": [[4.384133611691024, 9.546165884194053], [7.306889352818372, 97.1830985915493], [95.4070981210856, 98.12206572769954], [92.06680584551148, 7.511737089201878], [47.80793319415449, 9.076682316118935]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:56:36.020449Z	2023-03-24T08:56:36.020480Z	11.918	1	44818	3923
/data/local-files/?d=image/1/0-1-0c052b7f6cf0b997b6aaea7c07e68f5bf44bf6e6.jpeg	[{"points": [[8.61344537815126, 63.22378716744914], [8.193277310924369, 93.58372456964007], [90.33613445378151, 92.64475743348983], [90.33613445378151, 60.719874804381845]], "closed": true, "polygonlabels": ["Table"], "original_width": 763, "original_height": 1024}]	2023-03-24T08:56:45.144725Z	2023-03-24T08:56:45.144759Z	8.929	1	44819	3924
/data/local-files/?d=image/1/0-1-0c279fca62cf3b00ceab8b939990591fa798ba54.jpeg	[{"points": [[21.29436325678497, 16.588419405320813], [24.008350730688935, 50.70422535211268], [79.95824634655533, 47.26134585289515], [81.62839248434238, 19.718309859154928]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:56:53.899059Z	2023-03-24T08:56:53.899091Z	8.556	1	44820	3925
/data/local-files/?d=image/1/0-1-0c4681aee51ca63983b6d19a415b309f72f351b5.jpeg	[{"points": [[16.49269311064718, 23.78716744913928], [19.206680584551147, 85.75899843505478], [81.00208768267224, 86.5414710485133], [81.00208768267224, 21.752738654147105]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:57:02.643014Z	2023-03-24T08:57:02.643045Z	8.561	1	44821	3926
/data/local-files/?d=image/1/0-1-0c48adb7992adb4d19f5ea13668870237dc1834e.jpeg	[{"points": [[20.041753653444676, 41.31455399061033], [24.63465553235908, 60.093896713615024], [64.09185803757829, 56.8075117370892], [63.67432150313152, 38.967136150234744]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:57:11.216678Z	2023-03-24T08:57:11.216710Z	8.38	1	44822	3927
/data/local-files/?d=image/1/0-1-0c66016ce2c2649e8be33a7288f1370655feef6e.jpeg	[{"points": [[20.250521920668053, 61.34585289514867], [21.50313152400835, 85.44600938967136], [88.51774530271399, 86.07198748043818], [89.35281837160751, 61.81533646322379]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:57:20.265090Z	2023-03-24T08:57:20.265121Z	8.85	1	44823	3928
/data/local-files/?d=image/1/0-1-0c6d1dc7e50926ca7e7f6fa963be69502b7dd02b.jpeg	[{"points": [[16.283924843423804, 26.29107981220658], [18.37160751565762, 53.990610328638496], [18.37160751565762, 79.65571205007825], [18.997912317327767, 92.95774647887323], [89.35281837160751, 95.77464788732394], [83.50730688935282, 21.752738654147105]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:57:55.998060Z	2023-03-24T08:57:55.998089Z	35.539	1	44824	3929
/data/local-files/?d=image/1/0-1-0c7d89260ccbf3b722bc13625c39e76b2c5196fb.jpeg	[{"points": [[21.085594989561592, 35.83724569640063], [20.041753653444676, 85.75899843505478], [67.64091858037578, 84.66353677621284], [69.10229645093946, 37.08920187793427]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:58:05.814926Z	2023-03-24T08:58:05.814962Z	9.621	1	44825	3930
/data/local-files/?d=image/1/0-1-0ca963ac58abf624c15d5d16bb8a0ef85ccad61d.jpeg	[{"points": [[8.141962421711902, 16.74491392801252], [8.350730688935283, 53.051643192488264], [85.17745302713988, 53.364632237871675], [86.63883089770354, 15.805946791862285]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:58:15.639906Z	2023-03-24T08:58:15.639938Z	9.62	1	44826	3931
/data/local-files/?d=image/1/0-1-0cb8fde7e0aeb7de6e9308bd160b365b1f171956.jpeg	[{"points": [[1.0460251046025104, 7.511737089201878], [5.648535564853557, 97.1830985915493], [90.1673640167364, 97.1830985915493], [95.81589958158996, 8.294209702660407], [64.22594142259415, 7.198748043818466], [16.10878661087866, 7.198748043818466]], "closed": true, "polygonlabels": ["Table"], "original_width": 766, "original_height": 1024}]	2023-03-24T08:58:27.425826Z	2023-03-24T08:58:27.425857Z	11.596	1	44827	3932
/data/local-files/?d=image/1/0-1-0ce0c892bb2c1a804e09266352fa184cae8aab5f.jpeg	[{"points": [[10.306406685236771, 50.39123630672926], [10.027855153203342, 70.1095461658842], [78.83008356545962, 71.04851330203442], [81.8941504178273, 52.11267605633803]], "closed": true, "polygonlabels": ["Table"], "original_width": 576, "original_height": 1024}]	2023-03-24T08:58:36.702524Z	2023-03-24T08:58:36.702560Z	9.081	1	44828	3933
/data/local-files/?d=image/1/0-1-0ce903e16c54396acb5b415a072d87e766900f0c.jpeg	[{"points": [[19.832985386221296, 55.71205007824726], [19.832985386221296, 75.43035993740219], [72.23382045929019, 74.80438184663537], [73.06889352818372, 56.33802816901409]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:58:44.999442Z	2023-03-24T08:58:44.999467Z	8.112	1	44829	3934
/data/local-files/?d=image/1/0-1-0cea4c7b464ac39477d1d5f95fa0883155368dea.jpeg	[{"points": [[9.049773755656108, 60.93514328808446], [8.031674208144796, 84.91704374057315], [43.43891402714932, 85.21870286576168], [43.55203619909502, 60.93514328808446]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}, {"points": [[51.80995475113123, 24.132730015082956], [51.69683257918552, 52.639517345399696], [88.57466063348416, 52.790346907993964], [87.44343891402715, 22.624434389140273]], "closed": true, "polygonlabels": ["Table"], "original_width": 1024, "original_height": 768}]	2023-03-23T04:40:32.953803Z	2023-03-23T04:40:40.856922Z	16.17	1	44830	3830
/data/local-files/?d=image/1/0-1-0cfcb78b80885fe1d3d86fb6cc795654f61439a8.jpeg	[{"points": [[22.970903522205212, 39.310344827586206], [24.65543644716692, 59.88505747126437], [66.7687595712098, 58.50574712643678], [68.60643185298622, 39.08045977011494]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-23T04:40:49.307811Z	2023-03-23T04:40:49.307841Z	7.121	1	44831	3831
/data/local-files/?d=image/1/0-1-0cfdc7cedbc9fd3fdc5a4622df47015a8f898860.jpeg	[{"points": [[5.664488017429194, 64.16275430359939], [8.061002178649238, 92.95774647887323], [87.7995642701525, 88.88888888888889], [87.7995642701525, 61.971830985915496]], "closed": true, "polygonlabels": ["Table"], "original_width": 735, "original_height": 1024}]	2023-03-24T08:58:53.615298Z	2023-03-24T08:58:53.615329Z	8.434	1	44832	3935
/data/local-files/?d=image/1/0-1-0d04c9740b7a894362349d322090a3ffd854da4b.jpeg	[{"points": [[12.108559498956158, 54.147104851330205], [14.19624217118998, 79.49921752738655], [77.03549060542798, 73.86541471048513], [75.36534446764092, 51.3302034428795]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:59:01.697369Z	2023-03-24T08:59:01.697401Z	7.893	1	44833	3936
/data/local-files/?d=image/1/0-1-0d071059f7059ae01eaddd729fbfd688b359bbdd.jpeg	[{"points": [[19.832985386221296, 28.32550860719875], [23.38204592901879, 56.8075117370892], [80.79331941544885, 55.55555555555556], [82.25469728601253, 27.386541471048513]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:59:10.133736Z	2023-03-24T08:59:10.133768Z	8.243	1	44834	3937
/data/local-files/?d=image/1/0-1-0d10f02a5d33693b58ee4aeed8abb750f45d4e5f.jpeg	[{"points": [[14.822546972860126, 24.56964006259781], [15.866388308977035, 85.13302034428796], [54.488517745302715, 84.82003129890454], [74.73903966597078, 87.79342723004694], [74.73903966597078, 25.039123630672925]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:59:20.456428Z	2023-03-24T08:59:20.456457Z	10.127	1	44835	3938
/data/local-files/?d=image/1/0-1-0d257b251437f5c6f0b34272a28d5c9a8c33427e.jpeg	[{"points": [[13.778705636743215, 60.250391236306726], [15.031315240083508, 75.5868544600939], [17.32776617954071, 83.8810641627543], [27.76617954070981, 84.97652582159624], [63.25678496868476, 86.22848200312988], [88.3089770354906, 86.3849765258216], [90.18789144050105, 60.876369327073554]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:59:36.045565Z	2023-03-24T08:59:36.045600Z	15.399	1	44836	3939
/data/local-files/?d=image/1/0-1-0d30f2d7f98e5989dac20448d405bdd734d47e3e.jpeg	[{"points": [[9.812108559498958, 7.511737089201878], [10.438413361169102, 32.394366197183096], [12.31732776617954, 47.104851330203445], [91.23173277661796, 46.165884194053206], [93.31941544885177, 6.885758998435055], [64.92693110647181, 6.416275430359938]], "closed": true, "polygonlabels": ["Table"], "original_width": 768, "original_height": 1024}]	2023-03-24T08:59:51.906357Z	2023-03-24T08:59:51.906390Z	15.518	1	44837	3940
